doc_id,fuente,clase_real,clase_nombre,num_frases,p_full,pred_full,p_mean,p_max,p_min,p_top2,p_top3,p_first,p_w_mean,p_std,gap_peak_mean,agree_mean,agree_max,agree_top2,agree_first,p_no_top1,p_no_top2,p_no_top3,p_no_rand,drop_top1,drop_top2,drop_top3,drop_rand,flip_top1,flip_top2,flip_top3,flip_rand,frase_top1
AMA_60,Amarillismo Real (Prensa),0,No Amarillista,24,0.010170781053602695,0,0.6713008284568787,0.9865899085998535,0.32603663206100464,0.9672123193740845,0.9570905566215515,0.714348316192627,0.672622207595014,0.18324120342731476,0.31528908014297485,0,0,0,0,0.111468524,0.13106376,0.1616076,0.2847029,-0.10129774,-0.12089298,-0.1514368,-0.2745321,False,False,False,False,un brillante globo de luz rosa y púrpura se avistó *NUMBER* días antes del devastador temblor
AMA_61,Amarillismo Real (Prensa),1,Amarillista,4,0.04316912218928337,0,0.48422443866729736,0.9821549654006958,0.20743125677108765,0.6779530644416809,0.5764888525009155,0.37375113368034363,0.4485079202101315,0.29538118839263916,0.49793052673339844,1,0,0,1,0.14585936,0.22443591,0.20743121,0.6907621,-0.102690235,-0.18126678,-0.16426209,-0.64759296,False,False,False,False,técnica que promete ser el futuro de la alimentación para las grandes ciudades en el mundo
AMA_62,Amarillismo Real (Prensa),1,Amarillista,28,0.07867656648159027,0,0.6822117567062378,0.9580699801445007,0.28374457359313965,0.9576377868652344,0.9536811709403992,0.9140986204147339,0.676347295973036,0.22071117162704468,0.27585822343826294,0,0,0,0,0.1292064,0.11326245,0.0956913,0.13363574,-0.050529838,-0.034585886,-0.017014734,-0.054959178,False,False,False,False,que seguro ha molestado a los usuarios de nuestro servicio
AMA_63,Amarillismo Real (Prensa),0,No Amarillista,22,0.10750105232000351,0,0.6852662563323975,0.9840933084487915,0.14860817790031433,0.971503496170044,0.9665481448173523,0.8956274390220642,0.6822448064522789,0.24483799934387207,0.29882705211639404,0,0,0,0,0.7916637,0.8097776,0.8445159,0.8379456,-0.6841627,-0.7022766,-0.7370149,-0.73044455,False,False,False,False,teniendo ahora turistas que cenan a las *NUMBER* de la tarde
AMA_64,Amarillismo Real (Prensa),0,No Amarillista,21,0.20027980208396912,0,0.7063363790512085,0.9834338426589966,0.1021599993109703,0.9819599390029907,0.9792860150337219,0.9710054397583008,0.7004771306309648,0.2770654559135437,0.2770974636077881,0,0,0,0,0.9440635,0.9590641,0.9509619,0.9537152,-0.7437837,-0.7587843,-0.7506821,-0.7534354,False,False,False,False,Enfáticamente dijeron que esa tarea era imposible e injusta
AMA_65,Amarillismo Real (Prensa),1,Amarillista,22,0.004995752591639757,0,0.6184500455856323,0.9594362378120422,0.3050408959388733,0.9184834957122803,0.8941726684570312,0.7545555233955383,0.6649092690491951,0.16436001658439636,0.3409861922264099,0,0,0,0,0.006735878,0.008341134,0.010175169,0.007925679,-0.0017401255,-0.003345381,-0.005179417,-0.0029299264,False,False,False,False,puede llegar a permanecer virgen hasta los *NUMBER*
AMA_66,Amarillismo Real (Prensa),0,No Amarillista,21,0.024463819339871407,0,0.7647199034690857,0.9697954058647156,0.15448102355003357,0.9677752256393433,0.9587282538414001,0.8358070254325867,0.7476745267499405,0.1746816188097,0.20507550239562988,0,0,0,0,0.3585751,0.05609946,0.051073585,0.5805809,-0.33411127,-0.031635642,-0.026609765,-0.55611706,False,False,False,False,LOGO MICROPPLE Tim Cook
AMA_67,Amarillismo Real (Prensa),1,Amarillista,23,0.0061065275222063065,0,0.7314414978027344,0.9782705307006836,0.37416359782218933,0.9604088664054871,0.944814145565033,0.9425472021102905,0.726341235912926,0.16613392531871796,0.24682903289794922,0,0,0,0,0.007962839,0.007957378,0.009405202,0.008006737,-0.0018563112,-0.0018508509,-0.0032986747,-0.0019002091,False,False,False,False,la roca espacial de entre *NUMBER* y *NUMBER* metros pasará cerca de nuestro planeta
AMA_68,Amarillismo Real (Prensa),1,Amarillista,19,0.6348372101783752,1,0.5977358818054199,0.9746869206428528,0.20929484069347382,0.9743376970291138,0.9724156856536865,0.9685717225074768,0.5697354391294708,0.23527446389198303,0.37695103883743286,1,1,1,1,0.8526917,0.73143774,0.02430187,0.8961333,-0.2178545,-0.09660053,0.6105353,-0.2612961,False,False,True,False,ha recopilado suficientes datos como para crear un mapa de la gravedad de la Tierra con una precisión sin precedentes
AMA_69,Amarillismo Real (Prensa),0,No Amarillista,18,0.00833894032984972,0,0.6284502148628235,0.9748787879943848,0.23654301464557648,0.9551324844360352,0.9398722648620605,0.9748787879943848,0.6331118624545088,0.21761620044708252,0.3464285731315613,0,0,0,0,0.09251612,0.03576886,0.02215718,0.030101959,-0.08417717,-0.02742992,-0.013818239,-0.02176302,False,False,False,False,Por qué este *NUMBER* de julio la Tierra se moverá *NUMBER* km por hora más despacio
AMA_70,Amarillismo Real (Prensa),1,Amarillista,4,0.27293336391448975,0,0.6944248676300049,0.9522597193717957,0.3749791383743286,0.9096165895462036,0.8009067177772522,0.9522597193717957,0.6625698242868696,0.22945840656757355,0.25783485174179077,0,0,0,0,0.567603,0.33841598,0.37497917,0.974837,-0.29466963,-0.06548262,-0.102045804,-0.70190364,False,False,False,False,Sismo artificial por gol de México a Alemania
AMA_71,Amarillismo Real (Prensa),1,Amarillista,14,0.00633687898516655,0,0.45035359263420105,0.9731184244155884,0.04944497346878052,0.8544725179672241,0.7992682456970215,0.40970465540885925,0.2730613931797553,0.2582871913909912,0.5227648317813873,1,0,0,1,0.008341134,0.008436391,0.007912575,0.0098186955,-0.0020042546,-0.0020995121,-0.0015756963,-0.0034818165,False,False,False,False,no se han reestablecido amistades que se habían cortado
AMA_72,Amarillismo Real (Prensa),1,Amarillista,10,0.450549453496933,0,0.7407915592193604,0.9852544069290161,0.2709874212741852,0.983365535736084,0.9809107184410095,0.9760010242462158,0.7427616786785336,0.24741025269031525,0.24446284770965576,0,0,0,0,0.981987,0.9756243,0.05369461,0.5276265,-0.5314375,-0.52507484,0.39685485,-0.07707706,False,False,False,False,EXPLOSIONES DE GAS EN MARTE PODRÍAN DAÑAR LA TIERRA Explosiones de gas en Marte podrían dañar la Tierra en las próximas horas
AMA_73,Amarillismo Real (Prensa),1,Amarillista,3,0.16422542929649353,0,0.6888419985771179,0.8168905973434448,0.5683600306510925,0.7490829825401306,0.6888419985771179,0.6812753677368164,0.6668356600132855,0.10160315781831741,0.1280485987663269,0,0,0,0,0.165036,0.56836003,0.16422555,0.165036,-0.00081056356,-0.4041346,-1.1920929e-07,-0.00081056356,False,False,False,False,lo que podria indicar procesos quimicos hasta ahora desconocidos
AMA_74,Amarillismo Real (Prensa),1,Amarillista,3,0.24190616607666016,0,0.7890686392784119,0.9684543013572693,0.4871586859226227,0.94002366065979,0.7890686988830566,0.911592960357666,0.7467237459539802,0.21474096179008484,0.17938566207885742,0,0,0,0,0.046677046,0.48715878,0.2419068,0.046677046,0.19522911,-0.24525261,-6.4074993e-07,0.19522911,False,False,False,False,prometiendo transformar la industria de la electronica movil
AMA_75,Amarillismo Real (Prensa),1,Amarillista,3,0.022667836397886276,0,0.5941388010978699,0.7969348430633545,0.41096246242523193,0.6857269406318665,0.5941388010978699,0.7969348430633545,0.5881983406158514,0.15818211436271667,0.20279604196548462,0,0,0,0,0.6279563,0.4109628,0.022667855,0.6279563,-0.60528845,-0.38829497,-1.8626451e-08,-0.60528845,False,False,False,False,DeepMind crea modelo de IA para prediccion de terremotos
AMA_76,Amarillismo Real (Prensa),1,Amarillista,3,0.4377128779888153,0,0.8926716446876526,0.9595493674278259,0.7867664694786072,0.9456242322921753,0.8926716446876526,0.9316990971565247,0.9276881002630862,0.07574447989463806,0.06687772274017334,0,0,0,0,0.9307559,0.78676647,0.43771142,0.9307559,-0.49304304,-0.3490536,1.4603138e-06,-0.49304304,False,False,False,False,ha detectado un fenomeno energetico desconocido en el espacio que podria desafiar las teorias actuales del cosmos
AMA_77,Amarillismo Real (Prensa),1,Amarillista,3,0.0189558956772089,0,0.6583536267280579,0.9000065326690674,0.41896021366119385,0.7780503034591675,0.6583536267280579,0.9000065326690674,0.6591130993582985,0.19639283418655396,0.24165290594100952,0,0,0,0,0.41349405,0.4189603,0.018955812,0.41349405,-0.39453816,-0.40000442,8.381903e-08,-0.39453816,False,False,False,False,Boston Dynamics prueba robots que responden a emociones humanas
AMA_78,Amarillismo Real (Prensa),1,Amarillista,3,0.01353729423135519,0,0.6447263360023499,0.8571425080299377,0.44427353143692017,0.7449527978897095,0.6447263360023499,0.8571425080299377,0.6414727925256705,0.16876520216464996,0.2124161720275879,0,0,0,0,0.26080766,0.44427335,0.01353728,0.26080766,-0.24727038,-0.43073606,1.3969839e-08,-0.24727038,False,False,False,False,Carbon Engineering logra convertir CO2 en roca en 24 horas
AMA_79,Amarillismo Real (Prensa),1,Amarillista,3,0.09254391491413116,0,0.812025249004364,0.9749187231063843,0.6922746896743774,0.8719004392623901,0.812025249004364,0.6922746896743774,0.8564016859930472,0.11935354024171829,0.16289347410202026,0,0,0,0,0.6782142,0.6922751,0.09254383,0.6782142,-0.5856703,-0.5997312,8.195639e-08,-0.5856703,False,False,False,False,Neuralink ha anunciado una interfaz cerebro-computadora que permite controlar dispositivos electronicos con solo pensamientos
AMA_80,Amarillismo Real (Prensa),1,Amarillista,3,0.07411224395036697,0,0.8071398138999939,0.9334239363670349,0.6349225640296936,0.893248438835144,0.8071398138999939,0.8530728816986084,0.7677361979171144,0.12611675262451172,0.12628412246704102,0,0,0,0,0.23423457,0.63492316,0.074112244,0.23423457,-0.16012233,-0.5608109,0.0,-0.16012233,False,False,False,False,lo que ha despertado interes sobre su posible origen extraterrestre
AMA_81,Amarillismo Real (Prensa),1,Amarillista,2,0.021379031240940094,0,0.4344795048236847,0.6865925192832947,0.1823664903640747,0.4344795048236847,0.4344795048236847,0.6865925192832947,0.2941407332279412,0.25211301445961,0.25211301445961,1,0,1,0,0.18236649,0.021379054,0.021379054,0.18236649,-0.16098747,-2.2351742e-08,-2.2351742e-08,-0.16098747,False,False,False,False,Microsoft predice tendencias laborales con IA
AMA_82,Amarillismo Real (Prensa),1,Amarillista,3,0.16189302504062653,0,0.8479511141777039,0.952255368232727,0.7814472913742065,0.8812029361724854,0.8479511141777039,0.8101505041122437,0.8412509673046615,0.07467935979366302,0.1043042540550232,0,0,0,0,0.5227119,0.7814472,0.16189352,0.5227119,-0.36081886,-0.61955416,-4.917383e-07,-0.36081886,False,False,False,False,prometiendo revolucionar como interactuamos con los medios impresos
AMA_83,Amarillismo Real (Prensa),1,Amarillista,5,0.1307462453842163,0,0.8034719228744507,0.9044325351715088,0.7197253704071045,0.8878350853919983,0.8580819964408875,0.9044325351715088,0.7821105548711581,0.07514794170856476,0.1009606122970581,0,0,0,0,0.77056867,0.65578735,0.66006017,0.79583776,-0.6398224,-0.5250411,-0.5293139,-0.6650915,False,False,False,False,IBM anuncia avance en computacion cuantica
AMA_84,Amarillismo Real (Prensa),1,Amarillista,3,0.04805261641740799,0,0.7279148101806641,0.9645713567733765,0.5345575213432312,0.8245934247970581,0.7279148101806641,0.684615433216095,0.6595570005174053,0.1782023012638092,0.2366565465927124,0,0,0,0,0.14584637,0.53455764,0.04805259,0.14584637,-0.09779375,-0.48650503,2.6077032e-08,-0.09779375,False,False,False,False,prometiendo transformar el diagnostico medico temprano
AMA_85,Amarillismo Real (Prensa),1,Amarillista,3,0.5262091159820557,1,0.7227569222450256,0.9831574559211731,0.2397306114435196,0.9642701148986816,0.7227569222450256,0.9831574559211731,0.6216438184766209,0.34189915657043457,0.26040053367614746,1,1,1,1,0.95539904,0.23973063,0.5262095,0.95539904,-0.42918992,0.2864785,-3.5762787e-07,-0.42918992,False,True,False,False,SpaceX planea mision a Ceres en busca de agua
AMA_86,Amarillismo Real (Prensa),1,Amarillista,3,0.17601029574871063,0,0.5811802744865417,0.771849513053894,0.3244781196117401,0.709531307220459,0.5811802744865417,0.6472131013870239,0.6191124914757973,0.1885126829147339,0.1906692385673523,0,0,0,0,0.5443378,0.32447824,0.17601055,0.5443378,-0.3683275,-0.14846794,-2.5331974e-07,-0.3683275,False,False,False,False,Intel ha lanzado una nueva forma de memoria de computadora que imita la neuroplasticidad del cerebro humano
AMA_87,Amarillismo Real (Prensa),1,Amarillista,3,0.1233772486448288,0,0.8229809403419495,0.9829791188240051,0.5676862001419067,0.9506283402442932,0.8229809403419495,0.9829791188240051,0.8200547584673253,0.18244293332099915,0.15999817848205566,0,0,0,0,0.9144964,0.5676861,0.12337721,0.9144964,-0.79111916,-0.44430882,3.7252903e-08,-0.79111916,False,False,False,False,Amazon patenta drones que plantan arboles
AMA_88,Amarillismo Real (Prensa),1,Amarillista,3,0.13275685906410217,0,0.6346833109855652,0.8648893237113953,0.2338894158601761,0.8350802063941956,0.6346833109855652,0.8052710890769958,0.4625209899671585,0.2844472825527191,0.23020601272583008,0,0,0,0,0.13143443,0.23388962,0.13275683,0.13143443,0.0013224334,-0.101132765,2.9802322e-08,0.0013224334,False,False,False,False,ofreciendo nuevas esperanzas para ciudades mas limpias
AMA_89,Amarillismo Real (Prensa),1,Amarillista,3,0.09309575706720352,0,0.7062994837760925,0.8185580372810364,0.5453940629959106,0.7867521047592163,0.7062994837760925,0.7549461126327515,0.7183794109788659,0.11670337617397308,0.11225855350494385,0,0,0,0,0.76677376,0.5453939,0.093095645,0.76677376,-0.673678,-0.45229813,1.1175871e-07,-0.673678,False,False,False,False,Samsung ha introducido una nueva tecnologia de pantalla que puede reparar automaticamente rasgunos y grietas
AMA_90,Amarillismo Real (Prensa),1,Amarillista,4,0.03696125000715256,0,0.7728570699691772,0.8974234461784363,0.5643263459205627,0.8861647844314575,0.8423673510551453,0.8974234461784363,0.7490270629347083,0.13204441964626312,0.12456637620925903,0,0,0,0,0.8302399,0.4895162,0.5643265,0.9385319,-0.79327863,-0.45255494,-0.52736527,-0.9015706,False,False,False,False,NASA detecta senales de posibles oceanos subterraneos en Encelado
AMA_91,Amarillismo Real (Prensa),1,Amarillista,3,0.07410340756177902,0,0.5079231858253479,0.917521595954895,0.11099527031183243,0.7063871622085571,0.5079231858253479,0.917521595954895,0.36599846220160104,0.32938486337661743,0.4095984101295471,0,0,0,0,0.12294079,0.11099536,0.07410341,0.12294079,-0.048837386,-0.036891952,0.0,-0.048837386,False,False,False,False,Facebook introduce traductor universal en tiempo real
AMA_92,Amarillismo Real (Prensa),1,Amarillista,3,0.01596951112151146,0,0.6665617227554321,0.7875478267669678,0.49467960000038147,0.7525027990341187,0.6665617227554321,0.49467960000038147,0.6746974444614267,0.124861940741539,0.12098610401153564,0,0,0,1,0.071064845,0.49468035,0.015969511,0.071064845,-0.055095334,-0.47871083,0.0,-0.055095334,False,False,False,False,potencialmente revolucionando el mercado de vehiculos electricos
AMA_93,Amarillismo Real (Prensa),1,Amarillista,4,0.06474985182285309,0,0.6953112483024597,0.9576002359390259,0.5254698395729065,0.8274924755096436,0.7519250512123108,0.6973847150802612,0.7375552535057068,0.16323305666446686,0.26228898763656616,0,0,0,0,0.5351803,0.47916204,0.5254697,0.5375482,-0.47043043,-0.4144122,-0.46071988,-0.47279835,False,False,False,False,Cientificos de Johns Hopkins University han desarrollado una vacuna que
AMA_94,Amarillismo Real (Prensa),1,Amarillista,5,0.05899229273200035,0,0.6600197553634644,0.955233097076416,0.4560093879699707,0.8206765651702881,0.7627832293510437,0.955233097076416,0.6485426016475844,0.16762828826904297,0.29521334171295166,0,0,0,0,0.5416877,0.832103,0.6592377,0.24301994,-0.48269543,-0.77311075,-0.6002454,-0.18402764,False,False,False,False,Nokia lanza red 6G experimental
AMA_95,Amarillismo Real (Prensa),1,Amarillista,3,0.10463839769363403,0,0.7106545567512512,0.8871831893920898,0.41433092951774597,0.858816385269165,0.7106545567512512,0.8871831893920898,0.732323492496786,0.210808664560318,0.17652863264083862,0,0,0,0,0.4566721,0.41433075,0.10463826,0.4566721,-0.3520337,-0.30969235,1.3411045e-07,-0.3520337,False,False,False,False,Adobe introduce IA que disena logos
AMA_96,Amarillismo Real (Prensa),1,Amarillista,3,0.9708870649337769,1,0.9659340977668762,0.9780464768409729,0.9571683406829834,0.970317006111145,0.9659340977668762,0.9625874757766724,0.9699584482467338,0.008845867589116096,0.01211237907409668,1,1,1,1,0.9882675,0.95716834,0.97088706,0.9882675,-0.017380416,0.013718724,0.0,-0.017380416,False,False,False,False,Blue Origin ha revelado planes para construir un hotel orbital que estaria listo para recibir a turistas espaciales en 2025
AMA_97,Amarillismo Real (Prensa),1,Amarillista,3,0.2478097677230835,0,0.7671387195587158,0.9540945291519165,0.4117391109466553,0.9448385238647461,0.7671387195587158,0.9540945291519165,0.8076364339512085,0.2514190673828125,0.18695580959320068,0,0,0,0,0.85918474,0.4117391,0.24780941,0.85918474,-0.611375,-0.16392934,3.5762787e-07,-0.611375,False,False,False,False,Sony desarrolla camara que ve a traves de paredes
AMA_98,Amarillismo Real (Prensa),1,Amarillista,3,0.5135348439216614,1,0.6622588038444519,0.8649001717567444,0.4388984143733978,0.7739390134811401,0.6622588038444519,0.8649001717567444,0.6578637483088594,0.17453047633171082,0.20264136791229248,1,1,1,1,0.8770051,0.43889838,0.5135335,0.8770051,-0.36347026,0.07463646,1.3709068e-06,-0.36347026,False,True,False,False,Cambridge descubre bacteria que come plastico
AMA_99,Amarillismo Real (Prensa),1,Amarillista,3,0.046176545321941376,0,0.7306542992591858,0.923579752445221,0.4156552255153656,0.8881539106369019,0.7306542992591858,0.923579752445221,0.7604034362720842,0.22460830211639404,0.19292545318603516,0,0,0,0,0.5400047,0.41565537,0.0461766,0.5400047,-0.49382812,-0.36947882,-5.5879354e-08,-0.49382812,False,False,False,False,Apple patenta tecnologia de realidad aumentada para cirugias
AMA_100,Amarillismo Real (Prensa),1,Amarillista,4,0.08716597408056259,0,0.5932697653770447,0.8345834612846375,0.4935971200466156,0.6891216039657593,0.6264939308166504,0.4935971200466156,0.5685907260049134,0.14062167704105377,0.24131369590759277,0,0,0,1,0.088443026,0.069016635,0.49359727,0.74551725,-0.0012770519,0.018149339,-0.4064313,-0.6583513,False,False,False,False,lo que podria revolucionar la industria energetica
AMA_101,Amarillismo Real (Prensa),1,Amarillista,2,0.011912406422197819,0,0.5649315118789673,0.8967530131340027,0.23311005532741547,0.5649315118789673,0.5649315118789673,0.8967530131340027,0.4126200357177218,0.331821471452713,0.3318215012550354,0,0,0,0,0.23311004,0.011912406,0.011912406,0.23311004,-0.22119763,0.0,0.0,-0.22119763,False,False,False,False,Pfizer anuncia avances en terapia genetica para la diabetes tipo 1
AMA_102,Amarillismo Real (Prensa),1,Amarillista,3,0.22015072405338287,0,0.714123547077179,0.9412220120429993,0.39031463861465454,0.8760280013084412,0.714123547077179,0.8108339905738831,0.8020217650719271,0.23507362604141235,0.2270984649658203,0,0,0,0,0.8165699,0.39031467,0.22014996,0.8165699,-0.5964192,-0.17016394,7.599592e-07,-0.5964192,False,False,False,False,Microsoft ha desarrollado una inteligencia artificial que puede predecir la trayectoria y la intensidad de huracanes con una precision sin precedentes
AMA_103,Amarillismo Real (Prensa),0,No Amarillista,3,0.17984841763973236,0,0.6563291549682617,0.953316867351532,0.3716420531272888,0.7986726760864258,0.6563291549682617,0.953316867351532,0.6432917657736186,0.23762698471546173,0.29698771238327026,0,0,0,0,0.6740817,0.37164178,0.17984825,0.6740817,-0.49423325,-0.19179337,1.6391277e-07,-0.49423325,False,False,False,False,Apple patenta la primera pantalla holografica para smartphones
AMA_104,Amarillismo Real (Prensa),0,No Amarillista,5,0.1273222416639328,0,0.7283266186714172,0.9681698679924011,0.5605837106704712,0.945494532585144,0.831640899181366,0.586126983165741,0.7494484033640914,0.17842881381511688,0.2398432493209839,0,0,0,0,0.77528745,0.70206624,0.37782502,0.8825303,-0.6479652,-0.574744,-0.25050277,-0.755208,False,False,False,False,puede prever desastres naturales con una precision sin precedentes
AMA_105,Amarillismo Real (Prensa),0,No Amarillista,3,0.5406017303466797,1,0.8422551155090332,0.9325845241546631,0.6935256719589233,0.9166197776794434,0.8422551155090332,0.9006550908088684,0.8097487590633906,0.10597233474254608,0.09032940864562988,1,1,1,1,0.2737233,0.69352674,0.5406024,0.2737233,0.26687843,-0.15292501,-6.556511e-07,0.26687843,True,False,False,True,prometiendo una autonomia de conduccion practicamente ilimitada
AMA_106,Amarillismo Real (Prensa),0,No Amarillista,3,0.7722895741462708,1,0.7259707450866699,0.9699899554252625,0.33390042185783386,0.9220058917999268,0.7259707450866699,0.8740218281745911,0.6565817875484012,0.2799902558326721,0.24401921033859253,1,1,1,1,0.18610097,0.33390054,0.7722895,0.18610097,0.5861886,0.43838903,5.9604645e-08,0.5861886,True,True,False,True,abriendo el camino hacia una fuente de energia practicamente inagotable
AMA_107,Amarillismo Real (Prensa),0,No Amarillista,5,0.17221085727214813,0,0.6637039184570312,0.8125892281532288,0.421500563621521,0.8007338047027588,0.7911262512207031,0.8125892281532288,0.6510377812794861,0.1598903238773346,0.1488853096961975,0,0,0,0,0.5984706,0.54802346,0.40790853,0.5893912,-0.42625976,-0.3758126,-0.23569767,-0.4171803,False,False,False,False,Microsoft lanza Quantum OS
AMA_108,Amarillismo Real (Prensa),0,No Amarillista,3,0.06661146134138107,0,0.5563587546348572,0.5709593296051025,0.545840859413147,0.5616177320480347,0.5563587546348572,0.545840859413147,0.5620874520820407,0.010653186589479446,0.014600574970245361,0,0,0,0,0.51947045,0.5458411,0.0666115,0.51947045,-0.45285898,-0.47922963,-3.7252903e-08,-0.45285898,False,False,False,False,Facebook ha lanzado un algoritmo de IA que puede identificar y eliminar noticias falsas de su plataforma con una precision casi perfecta
AMA_109,Amarillismo Real (Prensa),0,No Amarillista,3,0.9588251709938049,1,0.9462885856628418,0.9885150790214539,0.8971247673034668,0.9708704352378845,0.9462885856628418,0.9532257914543152,0.9438030914618418,0.03763102740049362,0.04222649335861206,1,1,1,1,0.84686023,0.89712477,0.9588252,0.84686023,0.11196494,0.061700404,0.0,0.11196494,False,False,False,False,prometiendo vacaciones espaciales para el publico general en la proxima decada
AMA_110,Amarillismo Real (Prensa),0,No Amarillista,3,0.06193111836910248,0,0.5508462190628052,0.689821720123291,0.42288145422935486,0.6148285865783691,0.5508462190628052,0.689821720123291,0.525760723102806,0.10925567895174026,0.13897550106048584,0,0,0,0,0.26761964,0.42288136,0.06193104,0.26761964,-0.20568852,-0.36095023,7.8231096e-08,-0.20568852,False,False,False,False,Intel crea el primer chip capaz de auto-repararse
AMA_111,Amarillismo Real (Prensa),0,No Amarillista,5,0.06802714616060257,0,0.8348938226699829,0.9782720804214478,0.5002318620681763,0.9750499725341797,0.9404458999633789,0.9718279242515564,0.8227972097340084,0.1749010980129242,0.14337825775146484,0,0,0,0,0.9421505,0.8038548,0.74449986,0.98357403,-0.87412333,-0.7358277,-0.6764727,-0.9155469,False,False,False,False,NVIDIA ha lanzado una nueva tecnologia de graficos que
AMA_112,Amarillismo Real (Prensa),0,No Amarillista,4,0.0604713074862957,0,0.7110863327980042,0.9386726021766663,0.5842486619949341,0.807306170463562,0.7533655762672424,0.6759397387504578,0.7052195497921535,0.13548265397548676,0.2275862693786621,0,0,0,0,0.34996384,0.4723995,0.5842489,0.87342376,-0.28949255,-0.4119282,-0.5237776,-0.81295246,False,False,False,False,prometiendo una nueva era en la produccion de peliculas
AMA_113,Amarillismo Real (Prensa),0,No Amarillista,2,0.03268314525485039,0,0.6742507219314575,0.8953558802604675,0.4531455338001251,0.6742507219314575,0.6742507219314575,0.8953558802604675,0.5840036975485938,0.2211051732301712,0.22110515832901,0,0,0,0,0.45314574,0.032683168,0.032683168,0.45314574,-0.4204626,-2.2351742e-08,-2.2351742e-08,-0.4204626,False,False,False,False,Samsung anuncia bateria que dura una semana en smartphones
AMA_114,Amarillismo Real (Prensa),0,No Amarillista,3,0.1647825539112091,0,0.7256447672843933,0.9458276629447937,0.3982841372489929,0.8893250226974487,0.7256447672843933,0.832822322845459,0.5968025598455878,0.2360314279794693,0.2201828956604004,0,0,0,0,0.122377604,0.39828372,0.1647824,0.122377604,0.04240495,-0.23350117,1.4901161e-07,0.04240495,False,False,False,False,prometiendo una revolucion en la energia sostenible
AMA_115,Amarillismo Real (Prensa),0,No Amarillista,2,0.06295640021562576,0,0.9232957363128662,0.9286975264549255,0.9178939461708069,0.9232957363128662,0.9232957363128662,0.9286975264549255,0.9221214341080707,0.005401790142059326,0.005401790142059326,0,0,0,0,0.91789395,0.06295627,0.06295627,0.91789395,-0.85493755,1.2665987e-07,1.2665987e-07,-0.85493755,False,False,False,False,Amazon desarrolla drones capaces de entregar paquetes a cualquier parte del mundo
AMA_116,Amarillismo Real (Prensa),0,No Amarillista,5,0.04238764941692352,0,0.6785738468170166,0.8844484686851501,0.3155134916305542,0.8778430223464966,0.8363191485404968,0.3155134916305542,0.6153585710056088,0.21402563154697418,0.20587462186813354,0,0,0,1,0.5838383,0.34114173,0.31617597,0.71319616,-0.5414506,-0.2987541,-0.27378833,-0.6708085,False,False,False,False,Pfizer ha desarrollado una pildora que
AMA_117,Amarillismo Real (Prensa),0,No Amarillista,3,0.7214369773864746,1,0.8441358208656311,0.9605377912521362,0.7143486738204956,0.909029483795166,0.8441359400749207,0.7143486738204956,0.8687108621305349,0.10095095634460449,0.11640197038650513,1,1,1,1,0.87293595,0.7143483,0.7214367,0.87293595,-0.15149897,0.007088661,2.9802322e-07,-0.15149897,False,False,False,False,Apple ha patentado un teclado holografico que permite a los usuarios escribir en el aire
AMA_118,Amarillismo Real (Prensa),0,No Amarillista,3,0.37777599692344666,0,0.7297424674034119,0.9152824878692627,0.5645965337753296,0.8123154640197754,0.7297425270080566,0.5645965337753296,0.7758181737019465,0.14389139413833618,0.18554002046585083,0,0,0,0,0.75544906,0.56459695,0.37777564,0.75544906,-0.37767306,-0.18682095,3.5762787e-07,-0.37767306,False,False,False,False,Cientificos del MIT han creado un material que puede hacer invisibles los objetos al doblar la luz alrededor de ellos
AMA_119,Amarillismo Real (Prensa),0,No Amarillista,3,0.23108075559139252,0,0.7710167765617371,0.9571315050125122,0.42620107531547546,0.9434245824813843,0.7710167765617371,0.9571315050125122,0.8227342847768251,0.24407821893692017,0.18611472845077515,0,0,0,0,0.6663803,0.426201,0.23108172,0.6663803,-0.43529952,-0.19512023,-9.685755e-07,-0.43529952,False,False,False,False,Tesla lanza pintura que absorbe CO2 para automoviles
AMA_120,Amarillismo Real (Prensa),0,No Amarillista,4,0.046646177768707275,0,0.6192896962165833,0.9287457466125488,0.4315935969352722,0.7609130144119263,0.6818550229072571,0.5930803418159485,0.6158802546560764,0.18762309849262238,0.3094560503959656,0,0,0,0,0.14912105,0.4814978,0.43159384,0.7283072,-0.10247487,-0.43485162,-0.38494766,-0.681661,False,False,False,False,prometiendo una nueva era en la comunicacion entre especies
AMA_121,Amarillismo Real (Prensa),0,No Amarillista,3,0.09805937856435776,0,0.6696553826332092,0.9510257244110107,0.4180887043476105,0.7954387664794922,0.6696553826332092,0.9510257244110107,0.6561090689926332,0.21858887374401093,0.2813703417778015,0,0,0,0,0.68932104,0.41808873,0.098059416,0.68932104,-0.5912617,-0.32002935,-3.7252903e-08,-0.5912617,False,False,False,False,Johnson & Johnson lanza vacuna contra el envejecimiento
AMA_122,Amarillismo Real (Prensa),0,No Amarillista,3,0.6238088011741638,1,0.7436599135398865,0.923271656036377,0.6026169061660767,0.8141814470291138,0.7436599731445312,0.6026169061660767,0.7975715854443794,0.13371743261814117,0.17961174249649048,1,1,1,1,0.90754855,0.6026175,0.6238089,0.90754855,-0.28373975,0.021191299,-1.1920929e-07,-0.28373975,False,False,False,False,Cientificos en Suiza han desarrollado una tecnologia para crear nubes artificiales que pueden regular las temperaturas globales
