encabezado,enlace,fuente,fecha,clase
"Por coronavirus, aerolíneas podrían perder hasta 113 mil mdd",https://www.eluniversal.com.mx/mundo/por-coronavirus-aerolineas-podrian-perder-hasta-113-mil-mdd,universal,5-03-2020,0
Coronavirus: por qué existen temores de una escasez global de medicamentos genéricos por la epidemia,https://www.eluniversal.com.mx/cartera/coronavirus-por-que-existen-temores-de-una-escasez-global-de-medicamentos-genericos-por-la,universal,5-03-2020,1
Italia aprueba otorgar 7 mil 500 mde para combatir coronavirus en el país,https://www.eluniversal.com.mx/mundo/covid-19-italia-aprueba-otorgar-7500-mde-para-combatir-coronavirus,universal,5-03-2020,0
"Pese emergencia por coronavirus, Egipto reabre pirámide de 4200 años",https://www.eluniversal.com.mx/cultura/patrimonio/pese-temor-por-coronavirus-egipto-reabre-piramide-de-4200-anos,universal,5-03-2020,1
Pronostican freno de infecciones por coronavirus para finales de marzo,https://www.eluniversal.com.mx/ciencia-y-salud/salud/pronostican-freno-de-contagio-de-coronavirus-para-fin-de-mes,universal,5-03-2020,1
De la ficción a la realidad: libros que predijeron el coronavirus,https://www.eluniversal.com.mx/cultura/letras/coronavirus-libros-que-predijeron-el-covid-19,universal,5-03-2020,1
Senado de EU aprueba dar 8 mil 300 mdd para plan contra coronavirus,https://www.eluniversal.com.mx/mundo/coronavirus-aprueban-en-eu-fondos-para-plan-contra-covid-19,universal,5-03-2020,0
Las 3 formas de protegerte del coronavirus (además de lavarte las manos),https://www.eluniversal.com.mx/mundo/coronavirus-las-medidas-de-proteccion-contra-el-covid-19,universal,5-03-2020,0
Reportan tercera muerte en España por coronavirus,https://www.milenio.com/internacional/europa/coronavirus-reportan-tercera-muerte-por-la-epidemia-en-espana,milenio,5-03-2020,0
Distrito escolar en Seattle se pone en cuarentena por el coronavirus,https://www.milenio.com/internacional/estados-unidos/coronavirus-distrito-escolar-seattle-pone-cuarentena,milenio,5-03-2020,1
Coronavirus ha mutado a una cepa más agresiva: científicos,https://www.milenio.com/ciencia-y-salud/coronavirus-ha-mutado-a-una-cepa-mas-agresiva-cientificos,milenio,5-03-2020,1
Edson Álvarez en alerta por posible coronavirus en el Ajax,https://www.milenio.com/deportes/futbol-internacional/covid-19-coronavirus-afectar-edson-alvarez-ajax,milenio,5-03-2020,1
"En el peor escenario por coronavirus, escasez de medicina",https://www.eluniversal.com.mx/nacion/en-el-peor-escenario-por-coronavirus-escasez-de-medicina,universal,6-03-2020,1
Fed pone en cuarentena dólares repatriados desde Asia como precaución por Covid-19,https://www.eluniversal.com.mx/cartera/coronavirus-fed-pone-en-cuarentena-dolares-repatriados-desde-asia-como-precaucion-por-covid,universal,6-03-2020,1
Miedo al coronavirus afecta a mujeres embarazadas en China,https://www.eluniversal.com.mx/ciencia-y-salud/salud/miedo-al-coronavirus-afecta-mujeres-embarazadas-en-china,universal,6-03-2020,1
Confirman 21 casos de coronavirus dentro crucero en EU,https://www.milenio.com/internacional/estados-unidos/eu-confirma-21-casos-covid-19-crucero-frente-san-francisco,milenio,6-03-2020,0
Partido del PSG se suspende por casos de coronavirus,https://www.milenio.com/deportes/futbol-internacional/partido-del-psg-se-suspende-por-casos-de-coronavirus,milenio,6-03-2020,0
Facebook cierra oficinas en Londres y Singapur por caso de coronavirus,https://www.milenio.com/negocios/facebook-cierra-oficinas-londres-singapur-caso-coronavirus,milenio,6-03-2020,0
"Por coronavirus, Samsung para operación de planta de smartphones en Corea del Sur",https://www.milenio.com/negocios/samsung-suspende-operacion-planta-smartphones-corea-sur,milenio,6-03-2020,0
Brasil suma 13 casos por coronavirus; aumenta número de sospechosos,https://www.milenio.com/internacional/brasil-confirma-13-casos-covid-19-sao-paulo-concentra-mayoria,milenio,6-03-2020,0
Se reúnen autoridades ante emergencia de Coronavirus,https://www.milenio.com/ciencia-y-salud/se-reunen-autoridades-ante-emergencia-de-coronavirus,milenio,6-03-2020,1
El coronavirus incrementa la demanda global de minoristas,https://www.milenio.com/negocios/financial-times/el-coronavirus-incrementa-la-demanda-global-de-minoristas,milenio,6-03-2020,0
"Infectados, 21 pasajeros de crucero varado",https://www.eluniversal.com.mx/nacion/infectados-21-pasajeros-de-crucero-varado,universal,7-03-2020,1
"Funeral causa más de 60 contagios por coronavirus, el mayor foco de la epidemia en España",https://www.eluniversal.com.mx/mundo/coronavirus-funeral-el-mayor-foco-de-contagio-en-espana,universal,7-03-2020,1
Colapsa un hotel designado para alojar a afectados por coronavirus en China,https://www.eluniversal.com.mx/mundo/colapsa-un-hotel-designado-para-alojar-afectados-por-coronavirus-en-china,universal,7-03-2020,0
Italia pondrá en cuarentena a varias ciudades como Milán o Venecia por Covid-19,https://www.eluniversal.com.mx/mundo/italia-pondra-en-cuarentena-varias-ciudades-como-milan-o-venecia-por-covid-19,universal,7-03-2020,1
Ponen en cuarentena obligatoria a más de 16 millones de personas en Italia por coronavirus,https://www.eluniversal.com.mx/mundo/coronavirus-ponen-en-cuarentena-mas-de-16-millones-por-covid-19-en-italia,universal,7-03-2020,1
"En China, se derrumba hotel que albergaba a posibles portadores de coronavirus",https://www.milenio.com/internacional/coronavirus-china-derrumba-hotel-pacientes-covid19,milenio,7-03-2020,0
China reporta otras 27 muertes por coronavirus,https://www.milenio.com/internacional/en-china-hay-otros-27-muertos-por-coronavirus,milenio,7-03-2020,0
Reportan 7 casos confirmados de coronavirus en México,https://www.milenio.com/politica/coronavirus-reportan-siete-casos-en-mexico,milenio,7-03-2020,0
Se registra primer caso de coronavirus en Paraguay,https://www.milenio.com/internacional/en-paraguay-confirman-primer-caso-de-coronavirus-covid-19,milenio,7-03-2020,0
Italia decreta cuarentena en el norte del país por coronavirus,https://www.milenio.com/internacional/por-coronavirus-italia-decreta-cuarentena-en-el-norte-del-pais,milenio,7-03-2020,1
Coronavirus en el mundo hoy 12 de Marzo: Venezuela confirma 2 primeros casos,https://www.milenio.com/internacional/efectos-coronavirus-nivel-mundial-5-marzo,milenio,7-03-2020,0
Francia limitará a mil personas las concentraciones masivas por temor a Covid-19,https://www.eluniversal.com.mx/mundo/coronavirus-francia-limitara-mil-personas-las-concentraciones-masivas-por-temor-covid-19,universal,8-03-2020,1
¿Stephen Curry con posible contagio de coronavirus?,https://www.milenio.com/deportes/basquetbol/stephen-curry-con-posible-contagio-de-coronavirus,milenio,8-03-2020,1
"Por coronavirus, California suspende clases y cierra espacios públicos",https://www.milenio.com/politica/coronavirus-california-cierra-escuelas-espacios-publicos,milenio,8-03-2020,0
"El coronavirus, más letal que el Ébola, MERS y el SARS, dice experto",https://www.milenio.com/internacional/europa/coronavirus-potencial-causar-pandemia-global-experto,milenio,8-03-2020,1
Mejora salud de mexiquense portador de Coronavirus,https://www.milenio.com/ciencia-y-salud/mejora-salud-de-mexiquense-portador-de-coronavirus,milenio,8-03-2020,0
Madrid suspende las clases por coronavirus; España registra más de mil 200 casos,https://www.milenio.com/internacional/europa/madrid-suspende-clases-covid-19-espana-registra-mil-200-casos,milenio,8-03-2020,0
"Covid-19, pesadilla en Italia",https://www.eluniversal.com.mx/mundo/covid-19-pesadilla-en-italia,universal,9-03-2020,1
Encendido de la antorcha olímpica será a puerta cerrada por el coronavirus,https://www.eluniversal.com.mx/mundo/coronavirus-encendido-de-la-antorcha-olimpica-sera-puerta-cerrada,universal,9-03-2020,0
Riesgo de pandemia por coronavirus se volvió muy real: OMS,https://www.eluniversal.com.mx/mundo/coronavirus-riesgo-de-pandemia-por-covid-19-muy-real-oms,universal,9-03-2020,1
Lunes negro en las bolsas mundiales por la caída de petróleo y temor al coronavirus,https://www.eluniversal.com.mx/cartera/lunes-negro-en-bolsas-mundiales-por-caida-de-petroleo-y-temor-al-coronavirus,universal,9-03-2020,1
"“Como en la guerra, tenemos que escoger a quién salvar”: médico italiano por brote de coronavirus",https://www.eluniversal.com.mx/mundo/coronavirus-como-en-la-guerra-escogemos-quien-salvar,universal,9-03-2020,1
Trump dice que el coronavirus sorprendió al mundo,https://www.eluniversal.com.mx/mundo/coronavirus-donald-trump-dice-que-el-covid-19-sorprendio-al-mundo,universal,9-03-2020,1
Riesgo de pandemia se volvió muy real: OMS,https://www.eluniversal.com.mx/mundo/riesgo-de-pandemia-se-volvio-muy-real-oms,universal,10-03-2020,1
"Ante Covid-19, va protocolo para eventos masivos",https://www.eluniversal.com.mx/nacion/ante-covid-19-va-protocolo-para-eventos-masivos,universal,10-03-2020,0
Confirman segundo paciente con VIH que se cura con trasplante de células madre,https://www.eluniversal.com.mx/mundo/segundo-paciente-con-vih-que-se-curo-con-celulas-madre,universal,10-03-2020,0
Lanza IMSS curso en línea sobre coronavirus,https://www.eluniversal.com.mx/nacion/politica/lanza-imss-curso-en-linea-sobre-coronavirus,universal,10-03-2020,0
España prohíbe todos los vuelos directos con Italia por coronavirus,https://www.eluniversal.com.mx/mundo/coronavirus-espana-prohibe-todos-los-vuelos-directos-con-italia,universal,10-03-2020,0
Pearl Jam y Madonna posponen conciertos por coronavirus,https://www.eluniversal.com.mx/espectaculos/musica/por-coronavirus-pearl-jam-y-madonna-posponen-conciertos,universal,10-03-2020,0
"Edad o problemas de coagulación, factores de riesgo de morir por coronavirus",https://www.eluniversal.com.mx/mundo/coronavirus-edad-o-problemas-de-coagulacion-factores-de-riesgo,universal,10-03-2020,1
ONU suspende visitas de turistas en su sede en Nueva York por coronavirus,https://www.eluniversal.com.mx/mundo/coronavirus-onu-suspende-visitas-en-sede-de-nueva-york,universal,10-03-2020,0
"Coronavirus puede sobrevivir en el aire durante 30 minutos, según estudio",https://www.eluniversal.com.mx/mundo/coronavirus-covid-19-sobrevive-en-el-aire-30-minutos,universal,10-03-2020,1
España adopta medidas para evitar situación de Italia con el coronavirus,https://www.eluniversal.com.mx/mundo/coronavirus-espana-adopta-medidas-para-evitar-situacion-de-italia,universal,10-03-2020,0
"Nueva York pone en cuarentena localidad de New Rochelle, foco del coronavirus",https://www.eluniversal.com.mx/mundo/coronavirus-localidad-de-nuev-york-en-cuarentena-por-covid-19,universal,10-03-2020,1
Advierte embajada mexicana restricciones para viajar a Israel por coronavirus,https://www.eluniversal.com.mx/nacion/coronavirus-embajada-de-mexico-advierte-restricciones-para-viajar-israel,universal,10-03-2020,0
Italia vive primer día de restricciones en todo el país por coronavirus,https://www.eluniversal.com.mx/mundo/coronavirus-italia-vive-primer-dia-de-restricciones-por-covid-19,universal,10-03-2020,0
SIP pospone reunión en México por temor al coronavirus,https://www.eluniversal.com.mx/mundo/coronavirus-por-covid-19-sip-pospone-reunion-en-mexico,universal,10-03-2020,1
No tengo problema en hacerme la prueba del coronavirus: Trump,https://www.eluniversal.com.mx/mundo/coronavirus-dice-trump-que-no-es-necesario-que-se-haga-la-prueba-de-covid-19,universal,10-03-2020,0
Estas son las medidas que está tomando EU contra el coronavirus,https://www.eluniversal.com.mx/video/mundo/estas-son-las-medidas-que-esta-tomando-eu-contra-el-coronavirus,universal,10-03-2020,0
"Coronavirus suspende teatro, museos y ópera en Europa",https://www.eluniversal.com.mx/cultura/artes-escenicas/coronavirus-suspende-teatro-museos-y-opera-en-berlin-viena-e-italia,universal,10-03-2020,0
"“Cariño, no podré verte por algún tiempo”: Covid-19 también separa a abuelitos",https://www.eluniversal.com.mx/mundo/coronavirus-carino-no-podre-verte-por-algun-tiempo-covid-19-tambien-separa-abuelitos,universal,10-03-2020,1
El coronavirus amenaza ingresos,https://www.milenio.com/deportes/el-coronavirus-amenaza-ingresos,milenio,10-03-2020,1
Pagan 4 mil euros si te dejas infectar de coronavirus,https://www.milenio.com/internacional/coronavirus-pagan-4-mil-euros-dejas-infectar-covid19,milenio,10-03-2020,1
IMSS lanza curso en línea para prevenir casos de coronavirus,https://www.milenio.com/politica/coronavirus-covid-19-imss-lanza-curso-linea-contagios,milenio,10-03-2020,0
Hospitales se quedan sin cubrebocas tras compras masivas de pánico,https://www.milenio.com/ciencia-y-salud/coronavirus-tamaulipas-hospitales-cubrebocas-compras-masivas,milenio,10-03-2020,1
Coronavirus amenaza los millonarios ingresos de la Liga MX,https://www.milenio.com/deportes/futbol/liga-mx-perderia-500-millones-pesos-coronavirus,milenio,10-03-2020,1
Air Canada suspende vuelos a Italia por coronavirus,https://www.milenio.com/internacional/europa/coronavirus-air-canada-suspende-vuelos-italia-coronavirus,milenio,10-03-2020,0
Primer muerto en Panamá por coronavirus; Bolivia reporta los dos primeros casos,https://www.milenio.com/internacional/coronavirus-panama-reporta-deceso-bolivia-registra-casos,milenio,10-03-2020,1
"Por coronavirus, podrás cancelar tu reservación de Airbnb sin cargos",https://www.milenio.com/negocios/por-coronavirus-podras-cancelar-tu-airbnb-sin-cargos,milenio,10-03-2020,0
Tendrá Hidalgo hospital inflable por coronavirus,https://www.milenio.com/ciencia-y-salud/tendra-hidalgo-hospital-inflable-por-coronavirus,milenio,10-03-2020,0
Google pide a sus empleados trabajar desde casa por coronavirus,https://www.milenio.com/internacional/google-pide-a-empleados-trabajar-en-casa-por-covid-19,milenio,10-03-2020,0
Éste es el protocolo para identificar a sospechosos de coronavirus en el AICM,https://www.milenio.com/politica/coronavirus-este-es-el-protocolo-para-identificarlo-en-el-aicm,milenio,10-03-2020,0
Embajada de Estados Unidos en México emite alerta de salud por coronavirus,https://www.milenio.com/politica/embajada-eu-mexico-emite-alerta-salud-covid-19,milenio,10-03-2020,0
El aterrador silencio que impregna Roma por el coronavirus,https://www.la-prensa.com.mx/mundo/el-aterrador-silencio-que-impregna-roma-por-el-coronavirus-4950821.html,laprensa,10-03-2020,1
Instalan en Cancún comité para enfrentar el Covid-19,https://www.la-prensa.com.mx/republica/sociedad/instalan-en-cancun-comite-para-enfrentar-el-covid-19-coronavirus-quintana-roo-4953782.html,laprensa,10-03-2020,0
El coronavirus infecta la agenda del espectáculo,https://www.eluniversal.com.mx/espectaculos/el-coronavirus-infecta-la-agenda-del-espectaculo,universal,11-03-2020,1
El riesgo económico del coronavirus,https://www.eluniversal.com.mx/opinion/jaime-omar-torres-perez/el-riesgo-economico-del-coronavirus,universal,11-03-2020,1
Covid-19 avanza sin control; países se aíslan,https://www.eluniversal.com.mx/mundo/covid-19-avanza-sin-control-paises-se-aislan,universal,11-03-2020,1
Coronavirus: la psicología detrás de las compras nerviosas por el brote de covid-19,https://www.eluniversal.com.mx/cartera/coronavirus-la-psicologia-detras-de-las-compras-nerviosas-por-el-brote-de-covid-19,universal,11-03-2020,0
Algunos me dicen que ni durante la guerra se vio una situación parecida: latinos en cuarentena por coronavirus,https://www.eluniversal.com.mx/mundo/coronavirus-ni-durante-la-guerra-se-vio-una-situacion-parecida,universal,11-03-2020,1
Hombre de 100 años de edad se cura de coronavirus en China,https://www.eluniversal.com.mx/mundo/coronavirus-hombre-de-100-anos-de-edad-se-cura-de-covid-19,universal,11-03-2020,0
La OMS declara que el coronavirus se ha convertido en una pandemia,https://www.eluniversal.com.mx/mundo/oms-declara-que-el-coronavirus-se-ha-convertido-en-una-pandemia,universal,11-03-2020,0
Naomi Campbell sorprende con atuendo contra el coronavirus,https://www.eluniversal.com.mx/espectaculos/farandula/naomi-campbell-sorprende-con-atuendo-contra-el-coronavirus,universal,11-03-2020,1
Desarrollan robot capaz combatir la desinformación sobre coronavirus en Twitter,https://www.eluniversal.com.mx/techbit/crean-robot-que-combate-desinformacion-sobre-coronavirus-en-twitter,universal,11-03-2020,0
El nuevo coronavirus amenaza con crear un caos en el deporte mundial,https://www.eluniversal.com.mx/mundo/coronavirus-covid-19-amenaza-con-crear-caos-en-deporte-mundial,universal,11-03-2020,1
Consejos de la OMS para mantener la calma ante pandemia del coronavirus,https://www.eluniversal.com.mx/ciencia-y-salud/salud/consejos-de-la-oms-para-mantener-la-calma-ante-pandemia-del-coronavirus,universal,11-03-2020,0
"¿Cuál es la diferencia entre pandemia, epidemia y una infección endémica?",https://www.eluniversal.com.mx/mundo/covid-19-cual-es-la-diferencia-entre-pandemia-epidemia-y-una-infeccion-endemica,universal,11-03-2020,0
"Por coronavirus, Italia suspende actividades comerciales, excepto farmacias y supermercados",https://www.eluniversal.com.mx/mundo/covid-19-por-coronavirus-italia-suspende-actividades-comerciales-excepto-farmacias-y,universal,11-03-2020,0
Las pandemias más letales que han azotado a la humanidad en los últimos siglos,https://www.eluniversal.com.mx/ciencia-y-salud/coronavirus-las-pandemias-mas-letales-que-han-azotado-la-humanidad,universal,11-03-2020,1
Las medidas extremas adoptadas en la lucha contra el coronavirus,https://www.eluniversal.com.mx/mundo/coronavirus-las-medidas-extremas-contra-el-covid-19,universal,11-03-2020,1
Así han bajado los precios de los vuelos por el coronavirus,https://www.eluniversal.com.mx/destinos/asi-ha-bajado-el-precio-de-los-boletos-de-avion-por-coronavirus,universal,11-03-2020,0
"Por coronavirus, Joe Biden celebrará actos virtuales para evitar multitudes",https://www.eluniversal.com.mx/mundo/por-coronavirus-joe-biden-celebrara-actos-virtuales-para-evitar-multitudes,universal,11-03-2020,0
Confirman primer caso de coronavirus en Querétaro: un hombre que llegó de España,https://www.eluniversal.com.mx/estados/covid-19-confirman-primer-caso-de-coronavirus-en-queretaro,universal,11-03-2020,0
Habilitan call center en Quintana Roo para asesoría sobre coronavirus,https://www.eluniversal.com.mx/estados/coronavirus-habilitan-call-center-en-quintana-roo-para-asesoria-sobre-covid-19,universal,11-03-2020,0
Coronavirus “embiste” al deporte,https://www.eluniversal.com.mx/opinion/gerardo-velazquez-de-leon/coronavirus-embiste-al-deporte,universal,11-03-2020,1
Van 47 muertos en España por coronavirus; registran más de 2 mil contagios,https://www.milenio.com/internacional/europa/coronavirus-espana-suman-47-muertos-covid-19,milenio,11-03-2020,1
Suspenden las competiciones no profesionales de futbol en España por coronavirus,https://www.milenio.com/deportes/futbol-internacional/suspenden-partidos-profesionales-futbol-espana-covid-19,milenio,11-03-2020,0
Murieron solos: matrimonio de 'abuelitos' falleció el mismo día por coronavirus,https://www.milenio.com/virales/coronavirus-pareja-de-abuelitos-muere-el-mismo-dia-por-el-covid19,milenio,11-03-2020,1
Dan de alta a hombre que tenía coronavirus en Sinaloa,https://www.milenio.com/estados/coronavirus-mexico-alta-paciente-covid-19-sinaloa,milenio,11-03-2020,0
"Coahuila se mantiene sin casos de coronavirus, confirma gobernador",https://www.milenio.com/estados/coronavirus-coahuila-se-mantiene-sin-nuevos-casos-del-virus,milenio,11-03-2020,0
Ayuntamiento aplicará medidas para prevenir coronavirus,https://www.milenio.com/politica/comunidad/ayuntamiento-aplicara-medidas-para-prevenir-coronavirus,milenio,11-03-2020,0
"Por epidemia de coronavirus, se puede experimentar miedo y ansiedad",https://www.milenio.com/politica/coronavirus-ante-epidemia-se-puede-experimentar-miedo-y-ansiedad,milenio,11-03-2020,1
EU evalúa prohibir el ingreso de viajeros de Europa por el coronavirus,https://www.milenio.com/internacional/estados-unidos/coronavirus-eu-evalua-prohibir-ingreso-viajeros-europa,milenio,11-03-2020,0
OMS declara al coronavirus como pandemia,https://www.milenio.com/internacional/europa/oms-coronavirus-se-declara-al-brote-como-pandemia,milenio,11-03-2020,0
Mujer vendía antibacterial que quema las manos en plena crisis por coronavirus,https://www.milenio.com/virales/coronavirus-mujer-vende-gel-quema-manos-plena-crisis,milenio,11-03-2020,1
Italia ordena cerrar casi todos los comercios por coronavirus,https://www.milenio.com/internacional/europa/italia-obliga-a-cerrar-casi-todos-los-comercios-por-covid-19,milenio,11-03-2020,0
SCT: se mantiene vigilancia epidemiológica por Covid-19; no se restringirán vuelos,https://www.milenio.com/politica/covid-19-no-habra-restriccion-de-vuelos,milenio,11-03-2020,0
"México, en emergencia ante coronavirus; hay plan B para atraer inversión: Romo",https://www.milenio.com/politica/covid-19-mexico-perfila-plan-atraer-inversion,milenio,11-03-2020,1
Secretaría de Salud de Tehuacán en alerta por la presencia del Coronavirus,https://www.milenio.com/ciencia-y-salud/secretaria-de-salud-de-tehuacan-en-alerta-por-coronavirus,milenio,11-03-2020,1
"Durante crisis por coronavirus, hombre esparce su saliva en el Metro",https://www.milenio.com/virales/coronavirus-hombre-esparce-saliva-tubo-metro,milenio,11-03-2020,1
Tom Hanks y Rita Wilson dan positivo a coronavirus,https://www.milenio.com/espectaculos/tom-hanks-positivo-coronavirus-esposa-rita-wilson,milenio,11-03-2020,0
NBA suspende la temporada regular por el coronavirus,https://www.milenio.com/deportes/basquetbol/coronavirus-nba-suspende-temporada-por-covid-19,milenio,11-03-2020,0
Hacienda se prepara para enfrentar pandemia del coronavirus,https://www.milenio.com/negocios/hacienda-se-prepara-para-enfrentar-pandemia-del-coronavirus,milenio,11-03-2020,1
¡Prohibido ir por cigarros y por prostitutas! Así las historias en Italia por coronavirus,https://www.la-prensa.com.mx/mundo/prohibido-ir-por-cigarros-y-por-prostitutas-asi-las-historias-casos-en-roma-italia-por-coronavirus-covid-19-4957100.html,laprensa,11-03-2020,1
"¡Tom Hanks y su esposa, infectados por coronavirus!",https://www.la-prensa.com.mx/gossip/omg/tom-hanks-y-su-esposa-rita-wilson-infectados-por-coronavirus-covid-19-australia-4958740.html,laprensa,11-03-2020,1
¿México…inmune al COVID-19?,https://www.eluniversal.com.mx/opinion/carlos-matute/mexicoinmune-al-covid-19,universal,12-03-2020,1
De Chernobil al coronavirus,https://www.eluniversal.com.mx/opinion/walter-astie-burgos/de-chernobil-al-coronavirus,universal,12-03-2020,1
Pandemia económica por Coronavirus,https://www.eluniversal.com.mx/video/cartera/pandemia-economica-por-coronavirus,universal,12-03-2020,1
Arizona se declara en emergencia por coronavirus,https://www.eluniversal.com.mx/estados/coronavirus-arizona-se-declara-en-emergencia-por-covid-19,universal,12-03-2020,1
Exigen a AMLO no minimizar amenaza de coronavirus y tomar medidas urgentes,https://www.eluniversal.com.mx/nacion/coronavirus-exigen-amlo-no-minimizar-amenaza-y-tomar-medidas-urgentes,universal,12-03-2020,1
Por coronavirus la semana de la moda mexicana cambia a digital,https://www.eluniversal.com.mx/de-ultima/por-coronavirus-suspenden-mercedes-benz-fashion-week-mexico-city,universal,12-03-2020,0
Porno gratis en Italia por coronavirus,https://www.eluniversal.com.mx/techbit/porno-gratis-en-italia-por-coronavirus,universal,12-03-2020,1
La Sagrada Familia para obras y cancela visitas por coronavirus,https://www.eluniversal.com.mx/cultura/patrimonio/coronavirus-la-sagrada-familia-para-obras-y-cancela-visitas,universal,12-03-2020,0
"Bolsonaro, bajo vigilancia médica tras caso de coronavirus en su gabinete",https://www.eluniversal.com.mx/mundo/coronavirus-bolsonaro-en-vigilancia-por-caso-de-covid-19,universal,12-03-2020,0
¿Cuáles son las tres fases de contingencia por el coronavirus en México?,https://www.eluniversal.com.mx/nacion/sociedad/coronavirus-en-mexico-cuales-son-las-tres-fases-de-contingencia,universal,12-03-2020,0
UNAM anuncia plan de contingencia por coronavirus; desde el 23 de marzo cancela actividades masivas,https://www.eluniversal.com.mx/nacion/unam-anuncia-plan-de-contingencia-por-coronavirus-desde-el-23-de-marzo-cancela-actividades,universal,12-03-2020,0
ONU cancelará reuniones no oficiales en Nueva York por coronavirus,https://www.eluniversal.com.mx/mundo/coronavirus-onu-cancelara-reuniones-no-oficiales-en-ny-por-covid-19,universal,12-03-2020,0
Coronavirus sobrevive tres días fuera del cuerpo humano: estudio,https://www.eluniversal.com.mx/ciencia-y-salud/ciencia/coronavirus-sobrevive-tres-dias-fuera-del-cuerpo-humano-estudio,universal,12-03-2020,1
Actor italiano queda “atrapado” con cadáver de su hermana infectada de coronavirus,https://www.eluniversal.com.mx/espectaculos/coronavirus-actor-italiano-queda-atrapado-con-cadaver-de-su-hermana-con-covid-19,universal,12-03-2020,1
STPS emite recomendaciones de prevención a empresas ante coronavirus ,https://www.eluniversal.com.mx/nacion/coronavirus-stps-emite-recomendaciones-de-prevencion-empresas,universal,12-03-2020,0
"""Parece el fin del mundo"": así se ven las compras de pánico por Covid-19 en EU",https://www.eluniversal.com.mx/mundo/parece-el-fin-del-mundo-asi-se-ven-las-compras-de-panico-por-covid-19-en-eu,universal,12-03-2020,1
Esposa de Justin Trudeau da positivo a coronavirus,https://www.eluniversal.com.mx/mundo/coronavirus-esposa-de-justin-trudeau-da-positivo-covid-19,universal,12-03-2020,0
Senado acuerda reducir actividades por coronavirus,https://www.eluniversal.com.mx/nacion/senado-acuerda-reducir-actividades-por-coronavirus,universal,12-03-2020,0
Cómo lavarse las manos correctamente: OMS,https://www.eluniversal.com.mx/video/ciencia-y-salud/como-lavarse-las-manos-correctamente-oms,universal,12-03-2020,0
Histeria en España por el coronavirus,https://www.milenio.com/internacional/europa/histeria-en-espana-por-el-coronavirus,milenio,12-03-2020,1
Habilitan línea teléfonica para orientación del Covid-19,https://www.milenio.com/politica/comunidad/poblanos-solicitar-prueba-covid-19-secretaria-salud,milenio,12-03-2020,0
Descartan cancelar eventos masivos en Coahuila por coronavirus,https://www.milenio.com/estados/descartan-cancelar-eventos-masivos-coahuila-coronavirus,milenio,12-03-2020,0
Sugieren a empresas contar con plan de contingencia ante coronavirus,https://www.milenio.com/negocios/sugieren-empresas-contar-plan-contingencia-coronavirus,milenio,12-03-2020,0
Síntomas del coronavirus Covid-19 y cómo diferenciar de la gripe común,https://www.milenio.com/ciencia-y-salud/coronavirus-diferencias-entre-la-gripe-comun-y-el-covid19,milenio,12-03-2020,0
Primer poblano positivo por coronavirus,https://www.milenio.com/ciencia-y-salud/puebla-registra-primer-caso-de-coronavirus-ssa,milenio,12-03-2020,0
Reportan compras de pánico en Tijuana por casos de coronavirus en EU,https://www.milenio.com/estados/coronavirus-habitantes-san-diego-compras-tijuana,milenio,12-03-2020,1
"Por coronavirus, llaman a bancos a impulsar servicios digitales",https://www.milenio.com/negocios/coronavirus-cnbv-pide-bancos-promuevan-banca-digital,milenio,12-03-2020,0
PRD alerta de posible caso de coronavirus en San Lázaro,https://www.milenio.com/politica/coronavirus-prd-alerta-caso-covid-19-san-lazaro,milenio,12-03-2020,1
Ya son 16 casos de coronavirus en México; hay 82 sospechosos,https://www.milenio.com/politica/coronavirus-mexico-15-casos-confirmados-82-sospechosos,milenio,12-03-2020,0
Escuelas se cerrarán cuando tengan al menos dos casos de coronavirus: Salud,https://www.milenio.com/estados/coronavirus-escuelas-cerraran-tengan-2-casos-salud,milenio,12-03-2020,0
Expertos de la UNAM ven riesgo de contagio masivo de Covid-19 en Vive Latino,https://www.milenio.com/espectaculos/expertos-unam-riesgo-contagio-masivo-covid-19-vive-latino,milenio,12-03-2020,1
Jalisco analiza suspender eventos masivos por Covid-19,https://www.milenio.com/politica/comunidad/covid-19-jalisco-analiza-suspender-eventos-masivos,milenio,12-03-2020,0
Coronavirus impactaría a la industria de NL por 27 mdd,https://www.milenio.com/negocios/caintra-estima-afectaciones-27mdd-industria-nl-covid-19,milenio,12-03-2020,0
Suspenden eventos masivos en Oaxaca por coronavirus,https://www.milenio.com/estados/por-coronavirus-suspenden-eventos-masivos-en-oaxaca,milenio,12-03-2020,0
Perú suspende llegada de vuelos de Europa y Asia por coronavirus,https://www.milenio.com/internacional/coronavirus-peru-suspende-llegada-vuelos-europa-asia,milenio,12-03-2020,0
Se infectan shows en México y el mundo,https://www.eluniversal.com.mx/espectaculos/se-infectan-shows-en-mexico-y-el-mundo,universal,13-03-2020,1
¿Se equivoca AMLO con el coronavirus?,https://www.eluniversal.com.mx/opinion/raul-rodriguez-cortes/se-equivoca-amlo-con-el-coronavirus,universal,13-03-2020,1
SHCP: pandemia nos va a pegar; necesitamos apoyo de banca,https://www.eluniversal.com.mx/cartera/shcp-pandemia-nos-va-pegar-necesitamos-apoyo-de-banca,universal,13-03-2020,1
Coronavirus en NL... ¿halla huésped entre empresarios?,https://www.eluniversal.com.mx/estados/coronavirus-en-nl-halla-huesped-entre-empresarios,universal,13-03-2020,1
